id,date,content,url,likes,retweets,reply_count,hashtags,media_type,media_url,media_path
s604641384260354049,2015-05-30 13:31:54+00:00,Good luck to the @bathrugby boys today in the #premfinal. 700 of our Dyson team are cheering you on at #twickenham! http://t.co/yILq0buMfM,https://twitter.com/Dyson/status/604641384260354049,11,12,1,"['premfinal', 'twickenham']",photo,https://pbs.twimg.com/media/CGQeIqbWcAIyMjw?format=jpg&name=large,Dyson_media/s604641384260354049.jpg
s604633367330607104,2015-05-30 13:00:02+00:00,The pencil is the start of all good ideas. Find out about the @SecretPencils auction http://t.co/hAGP4uNo56 http://t.co/2Fqslo1Ly2,https://twitter.com/Dyson/status/604633367330607104,8,7,1,,photo,https://pbs.twimg.com/media/CGQW2A4WcAAis6g?format=png&name=large,Dyson_media/s604633367330607104.jpg
s604293805458755585,2015-05-29 14:30:45+00:00,An engineer is nothing without a pencil. @SecretPencils are auctioning off famous pencils - including James Dyson's http://t.co/mLf9CHRNej,https://twitter.com/Dyson/status/604293805458755585,10,14,1,,photo,https://pbs.twimg.com/media/CGLiAz0XEAAhHhd?format=png&name=large,Dyson_media/s604293805458755585.jpg
s601073650289287169,2015-05-20 17:15:00+00:00,Too hot to handle? Try the heat pipe tech test at #JakeDysonLight studio at @CDWfestival Our LEDs are cool! http://t.co/xxLGyf7LAq,https://twitter.com/Dyson/status/601073650289287169,2,4,0,['JakeDysonLight'],photo,https://pbs.twimg.com/media/CFdxTIlW0AAgYu8?format=png&name=large,Dyson_media/s601073650289287169.jpg
s599625416815566849,2015-05-16 17:20:14+00:00,Interested in winning a Dyson V6 cordless vacuum cleaner? Head down to the Dyson #V6Roadshow at @TweetBluewater http://t.co/vCBrxoIvlQ,https://twitter.com/Dyson/status/599625416815566849,7,5,2,['V6Roadshow'],photo,https://pbs.twimg.com/media/CFJMI2dWgAAkUlX?format=jpg&name=large,Dyson_media/s599625416815566849.jpg
s599240630632652801,2015-05-15 15:51:14+00:00,As challenged by John Humphrys @BBCr4today &amp; @sebshakespeare @DailyMailUK. Dyson engineers put an end to cold coffee http://t.co/4I5N1Y7gN4,https://twitter.com/Dyson/status/599240630632652801,11,7,1,,photo,https://pbs.twimg.com/media/CFDuLYiW0AEgcID?format=png&name=large,Dyson_media/s599240630632652801.jpg
s599147528496513024,2015-05-15 09:41:17+00:00,Visit the Dyson #V6Roadshow at @TweetBlueWater to get stuck into Dyson’s latest cordless technology. http://t.co/hslanACh3Q,https://twitter.com/Dyson/status/599147528496513024,3,4,0,['V6Roadshow'],photo,https://pbs.twimg.com/media/CFCZgH6WoAAFrkz?format=jpg&name=large,Dyson_media/s599147528496513024.jpg
s598967299157069825,2015-05-14 21:45:07+00:00,Ever wondered how a #submarine dives and surfaces? http://t.co/DE2k7sbnjS http://t.co/RIZARh5rF1,https://twitter.com/Dyson/status/598967299157069825,0,0,0,['submarine'],photo,https://pbs.twimg.com/media/CE_1lcSVEAAVNDk?format=png&name=large,Dyson_media/s598967299157069825.jpg
s598933465904586752,2015-05-14 19:30:40+00:00,Thanks Canada! Dyson was voted the Most Trusted vacuum cleaner brand by shoppers in 2015. http://t.co/5IEq2mb6u1,https://twitter.com/Dyson/status/598933465904586752,4,2,1,,photo,https://pbs.twimg.com/media/CE_W0FEWoAMINAr?format=jpg&name=large,Dyson_media/s598933465904586752.jpg
s598871670942740480,2015-05-14 15:25:07+00:00,"Dyson Cinetic is so efficient, there are no dirty
filters to wash or replace http://t.co/6H6d4KoSCX http://t.co/SKwWS34LpX",https://twitter.com/Dyson/status/598871670942740480,0,0,0,,photo,https://pbs.twimg.com/media/CE-enJUWYAEUB2G?format=jpg&name=large,Dyson_media/s598871670942740480.jpg
